ALIGNED_UNALIGNED_CHUNK_RATIO,ANT_REL,Adj-AbsDiffNorm,Adj-Ratio-MinMax,Adv-AbsDiffNorm,Adv-Ratio-MinMax,AlignedWordCnt_Normalized_0.600Th,AllTokens-AbsDiffNorm,AllTokens-Ratio-MinMax,DEP-NSUBJ-DOBJ-ROOT-MATCHED,DEP-NSUBJ-DOBJ-ROOT-UNMATCHED,DEP-NSUBJ-DOBJ-UNMATCHED,EQUI,GMM-weighted-score,HEAD_UNALIGN,INTERPRETABLE_CH_CW_SCORE_NORMALIZED_NO_PENALTY,LO-UNI-SYN-AVG-DEPINFO,LO-UNI-SYN-HYP-AVG-CLEAN,LO-UNI-SYN-HYP-AVG-CR-UALN-PEN-CLEAN,NMOD_UNALIGN,NOALI,Nouns-AbsDiffNorm,Nouns-Ratio-MinMax,OA-ADJ-MKAntSyn-AVG-TH0.500,OA-ADV-MKAntSyn-AVG-TH0.500,OA-NOUN-MKAntSyn-AVG-TH0.500,OA-NOUNVERB_Mult-MKAntSyn-AVG-TH0.500,OA-VERB-MKAntSyn-AVG-TH0.500,OAC2C_AWSP_FALSE-MIKOLOV-ANT_SYN-AVG-TH-0.450-0.600,OA_AWSP_FALSE-MIKOLOV_ANTSYN-AVG-TH0.450,OBJ_UNALIGN,OWA_UAP_AVGNORM_0.600_ppdbTh-0.400_UADFactor-0.400_SSIMWeight-0.000,Other-AbsDiffNorm,Other-Ratio-MinMax,PENALTY_SCORE,PPDBScore0.600_ppdbTh-0.400,RV-MIK-Pen-1.001.000.200.401.00,RV-MIKOLOV-Penalized-AVERAGE,RV_LOGISTIC_REGRESSION_SCORE_2,SENT2VEC_CDSSM_LR_SCORE,SENT2VEC_CDSSM_SCORE,SENT2VEC_DSSM_LR_SCORE,SENT2VEC_DSSM_SCORE,SKIP_THOUGHTS_LOGISTIC_REGRESSION_SCORE,UNALN_NOUN_CNT,UNALN_VERB_CNT,VectorCosineMethod-Wt0.950-simTh0.450,Verbs-AbsDiffNorm,Verbs-Ratio-MinMax,W_MTX_MIKOLOV_ANTSYN-TH0.500,Gold
0.5,0.0,0.0,1.0,0.0,0.0,0.667,0.14300000000000002,0.75,0.0,0.0,0.0,0.33299999999999996,0.8640000000000001,1.0,0.33299999999999996,0.5710000000000001,0.5710000000000001,0.474,0.33299999999999996,0.667,0.25,0.6,1.0,0.0,0.75,0.0,0.0,0.444,0.5710000000000001,0.0,0.474,0.0,1.0,0.833,0.5710000000000001,0.703,0.758,0.564,0.568,0.63,0.563,0.61,0.526,2.0,2.0,0.569,0.0,1.0,0.5770000000000001,3.0
3.0,0.0,0.0,1.0,0.0,0.0,0.4,0.091,0.833,0.0,0.0,0.0,0.25,0.409,0.5,0.45,0.364,0.364,0.271,1.0,0.25,0.0,1.0,0.0,0.0,0.581,0.0,0.0,0.331,0.604,0.0,0.271,0.0,0.0,0.75,0.364,0.6829999999999999,0.6829999999999999,0.606,0.589,0.727,0.6409999999999999,0.755,0.5539999999999999,1.0,0.0,0.682,1.0,0.0,0.607,3.0
0.5,0.0,0.0,1.0,0.0,0.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,0.16699999999999998,0.157,1.0,0.233,0.33299999999999996,0.33299999999999996,0.244,1.0,0.667,0.0,1.0,0.5,0.0,0.33299999999999996,0.0,0.0,0.25,0.33299999999999996,0.5,0.244,0.0,0.0,0.625,0.33299999999999996,0.568,0.6579999999999999,0.444,0.507,0.359,0.395,0.42700000000000005,0.629,2.0,2.0,0.46799999999999997,0.0,1.0,0.33299999999999996,2.0
2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.168,0.5,0.33299999999999996,0.3,0.2,0.136,1.0,0.33299999999999996,0.33299999999999996,0.5,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.2,0.0,0.136,0.0,0.0,1.25,0.2,0.371,0.366,0.295,0.48700000000000004,0.08900000000000001,0.282,0.141,0.475,0.0,2.0,0.19,0.33299999999999996,0.5,0.2,1.0
0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.667,0.077,0.857,0.0,0.0,0.0,0.25,0.826,1.0,0.25,0.615,0.615,0.521,0.0,0.75,0.16699999999999998,0.7140000000000001,0.0,0.0,0.667,0.0,0.0,0.4,0.615,0.0,0.521,0.0,0.0,0.75,0.615,0.787,0.787,0.586,0.569,0.5489999999999999,0.544,0.591,0.598,6.0,1.0,0.618,1.0,0.0,0.617,2.0
0.667,0.0,0.0,1.0,0.0,0.0,0.7140000000000001,0.0,1.0,0.0,0.0,0.0,0.2,0.927,0.5,0.32,0.7140000000000001,0.7140000000000001,0.633,0.0,0.6,0.0,1.0,1.0,0.0,0.8,0.0,0.0,0.514,0.7140000000000001,0.5,0.633,0.0,0.0,0.25,0.7140000000000001,0.852,0.885,0.748,0.579,0.616,0.5329999999999999,0.635,0.65,1.0,2.0,0.708,0.0,1.0,0.7140000000000001,4.0
0.0,0.0,1.0,0.0,0.0,0.0,0.7140000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.9009999999999999,0.0,1.0,0.7140000000000001,0.7140000000000001,0.633,0.5,0.0,0.14300000000000002,0.75,0.0,0.0,0.857,0.857,1.0,0.732,0.8270000000000001,0.0,0.633,0.0,1.0,0.375,0.7140000000000001,0.838,0.856,0.7190000000000001,0.64,0.878,0.611,0.74,0.721,0.0,0.0,0.743,0.0,1.0,0.8270000000000001,4.0
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14300000000000002,0.75,0.0,0.0,0.0,0.75,0.982,0.0,0.75,0.857,0.857,0.8079999999999999,0.33299999999999996,0.25,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.857,0.857,0.0,0.8079999999999999,0.0,0.0,0.33299999999999996,0.857,0.982,0.912,0.649,0.618,0.688,0.556,0.7240000000000001,0.713,0.0,0.0,0.856,0.0,1.0,0.866,4.0
1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.667,0.0,0.0,0.0,0.2,0.452,0.0,0.44,0.4,0.4,0.304,0.5,0.4,0.273,0.5710000000000001,0.0,0.0,0.364,0.364,1.0,0.25,0.4,0.5,0.304,0.0,1.0,0.429,0.4,0.6829999999999999,0.6829999999999999,0.42100000000000004,0.502,0.45799999999999996,0.419,0.509,0.5429999999999999,4.0,0.0,0.526,0.0,1.0,0.355,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.077,0.857,0.0,0.0,0.0,0.8,0.9390000000000001,0.0,0.92,0.9229999999999999,0.9229999999999999,0.895,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.96,0.9229999999999999,0.0,0.895,0.0,0.0,0.0,0.9229999999999999,0.98,0.948,0.6829999999999999,0.6779999999999999,0.895,0.7759999999999999,0.858,0.715,0.0,0.0,0.971,0.0,1.0,0.991,4.0
0.5,0.0,0.33299999999999996,0.5,0.0,0.0,0.667,0.455,0.375,0.0,0.0,0.0,0.0,0.374,0.5,0.2,0.364,0.364,0.271,0.0,0.667,0.33299999999999996,0.5,0.0,0.0,0.667,0.0,0.0,0.387,0.502,0.5,0.271,0.0,0.0,0.5,0.364,0.743,0.7140000000000001,0.364,0.528,0.473,0.392,0.45399999999999996,0.573,1.0,2.0,0.597,1.0,0.0,0.564,3.0
0.2,0.0,0.0,1.0,0.0,0.0,0.25,0.2,0.667,0.0,0.0,0.0,0.16699999999999998,0.109,1.0,0.16699999999999998,0.3,0.2,0.136,1.0,0.833,0.2,0.667,0.0,0.0,0.4,0.0,0.0,0.28600000000000003,0.2,0.5,0.136,1.0,0.0,0.625,0.2,0.435,0.426,0.282,0.47600000000000003,0.313,0.281,0.264,0.375,3.0,2.0,0.19399999999999998,0.0,1.0,0.204,1.0
3.0,0.0,0.2,0.667,1.0,0.0,0.5,0.077,0.857,0.0,0.0,0.0,0.0,0.667,0.0,0.45,0.462,0.462,0.36200000000000004,0.5,0.25,0.33299999999999996,0.5,0.4,0.0,0.667,0.0,0.0,0.222,0.462,0.0,0.36200000000000004,1.0,0.0,0.5,0.462,0.7759999999999999,0.7190000000000001,0.523,0.49700000000000005,0.485,0.395,0.501,0.526,1.0,0.0,0.457,0.0,0.0,0.552,1.0
0.0,0.0,0.33299999999999996,0.5,0.0,0.0,0.857,0.067,0.875,0.0,0.0,0.0,0.5,0.895,0.0,0.8,0.8,0.8,0.736,1.0,0.0,0.111,0.8,0.667,0.0,0.889,0.889,1.0,0.5760000000000001,0.8,0.0,0.736,1.0,0.0,0.5,0.8,0.902,0.889,0.83,0.645,0.825,0.8079999999999999,0.821,0.76,0.0,0.0,0.794,0.0,1.0,0.802,5.0
2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.077,0.857,0.0,0.0,0.0,0.0,0.529,1.0,0.33299999999999996,0.462,0.569,0.447,0.0,0.33299999999999996,0.14300000000000002,0.75,1.0,0.0,0.28600000000000003,0.0,0.0,0.6629999999999999,0.462,0.0,0.36200000000000004,1.0,0.0,0.5,0.462,0.46399999999999997,0.6409999999999999,0.445,0.509,0.584,0.462,0.531,0.486,0.0,1.0,0.469,1.0,0.0,0.46299999999999997,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9790000000000001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.6,0.0,0.0,0.75,0.0,0.0,0.815,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.623,0.623,0.5870000000000001,0.609,0.7759999999999999,0.7509999999999999,0.8109999999999999,0.6509999999999999,0.0,0.0,0.993,1.0,0.0,0.495,5.0
0.667,0.0,0.0,1.0,0.0,0.0,0.5,0.14300000000000002,0.75,0.0,0.0,0.0,0.2,0.6559999999999999,1.0,0.32,0.429,0.429,0.331,0.2,0.6,0.25,0.6,0.65,0.0,0.75,0.0,0.0,0.444,0.521,0.0,0.331,0.0,1.0,0.9,0.429,0.6629999999999999,0.6859999999999999,0.41100000000000003,0.527,0.5579999999999999,0.521,0.605,0.41600000000000004,2.0,2.0,0.5920000000000001,0.0,1.0,0.527,3.0
0.25,0.0,1.0,0.0,0.0,0.0,0.2,0.16699999999999998,0.7140000000000001,0.0,0.0,0.0,0.0,0.05,1.0,0.12,0.3,0.16699999999999998,0.111,1.0,0.8,0.111,0.8,0.0,0.0,0.222,0.0,0.0,0.0,0.16699999999999998,0.5,0.111,1.0,0.0,0.875,0.16699999999999998,0.305,0.289,0.24100000000000002,0.47700000000000004,0.209,0.294,0.228,0.446,5.0,1.0,0.161,1.0,0.0,0.16899999999999998,1.0
0.2,0.0,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.5,0.1,0.3,0.2,0.136,1.0,0.833,0.0,1.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.2,0.0,0.136,0.0,0.0,0.75,0.2,0.496,0.514,0.23399999999999999,0.38799999999999996,0.35200000000000004,0.294,0.275,0.405,4.0,2.0,0.289,0.0,1.0,0.163,1.0
2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.14300000000000002,0.75,0.0,0.0,0.0,0.0,0.38299999999999995,0.5,0.33299999999999996,0.429,0.429,0.331,0.5,0.33299999999999996,0.111,0.8,0.0,0.0,0.222,0.0,0.0,0.32,0.359,0.0,0.331,0.33299999999999996,0.5,0.667,0.429,0.67,0.667,0.35200000000000004,0.489,0.292,0.335,0.47100000000000003,0.503,0.0,1.0,0.49200000000000005,1.0,0.0,0.363,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.997,0.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.833,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.963,0.963,0.813,0.679,0.914,0.7859999999999999,0.9470000000000001,0.804,0.0,0.0,0.997,0.0,1.0,0.943,5.0
0.4,0.0,0.0,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.0,0.0,0.14300000000000002,0.879,1.0,0.22899999999999998,0.625,0.625,0.531,0.5,0.7140000000000001,0.0,1.0,0.0,0.0,0.833,0.0,0.0,0.267,0.625,0.5,0.531,0.0,0.0,0.4,0.625,0.804,0.804,0.45,0.5,0.48,0.488,0.596,0.593,1.0,4.0,0.6709999999999999,0.0,1.0,0.647,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.077,0.857,0.0,0.0,0.0,0.25,0.105,0.0,0.35,0.462,0.569,0.447,1.0,0.5,0.2,0.667,0.0,0.0,0.0,0.0,1.0,0.33299999999999996,0.462,0.5,0.36200000000000004,0.0,1.0,0.625,0.462,0.733,0.7070000000000001,0.442,0.514,0.49,0.44799999999999995,0.498,0.59,2.0,0.0,0.45799999999999996,0.0,1.0,0.46299999999999997,0.0
0.5,0.0,0.33299999999999996,0.5,0.0,0.0,0.5,0.14300000000000002,0.75,0.0,0.0,0.0,0.0,0.627,1.0,0.2,0.429,0.429,0.331,0.5,0.667,0.14300000000000002,0.75,0.0,0.0,0.5710000000000001,0.0,0.0,0.33299999999999996,0.429,0.5,0.331,0.33299999999999996,0.5,0.583,0.429,0.732,0.67,0.39299999999999996,0.483,0.39399999999999996,0.353,0.314,0.43700000000000006,3.0,1.0,0.495,1.0,0.0,0.389,2.0
0.2,0.0,1.0,0.0,0.0,0.0,0.16699999999999998,0.077,0.857,0.0,0.0,0.0,0.0,0.015,1.0,0.1,0.3,0.154,0.102,1.0,0.833,0.2,0.667,0.0,0.0,0.2,0.0,0.0,0.0,0.154,0.5,0.102,0.0,0.0,0.833,0.154,0.478,0.522,0.332,0.396,0.193,0.239,0.081,0.424,5.0,2.0,0.309,1.0,0.0,0.24,2.0
0.667,0.0,1.0,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.2,0.615,1.0,0.32,0.375,0.375,0.281,0.33299999999999996,0.6,0.091,0.833,0.0,0.0,0.546,0.0,0.0,0.222,0.465,0.0,0.281,0.0,1.0,0.667,0.375,0.606,0.61,0.33299999999999996,0.48200000000000004,0.505,0.385,0.465,0.5720000000000001,3.0,1.0,0.6559999999999999,1.0,0.0,0.465,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.833,0.0,1.0,0.0,0.0,0.0,1.0,0.997,0.0,1.0,0.6,0.833,0.778,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,0.833,1.0,0.778,0.0,1.0,0.33299999999999996,0.833,0.9259999999999999,0.9390000000000001,0.787,0.667,0.8340000000000001,0.7490000000000001,0.89,0.708,0.0,0.0,0.965,0.0,1.0,0.833,3.0
0.6,0.0,0.0,1.0,0.0,0.0,0.7140000000000001,0.067,0.875,0.0,0.0,0.0,0.375,0.888,1.0,0.375,0.667,0.667,0.578,1.0,0.625,0.111,0.8,1.0,0.0,0.667,0.33299999999999996,0.5,0.546,0.667,0.0,0.578,0.0,0.0,0.35700000000000004,0.667,0.743,0.7909999999999999,0.6579999999999999,0.534,0.494,0.536,0.586,0.69,4.0,2.0,0.7929999999999999,0.0,1.0,0.6679999999999999,2.0
0.25,0.0,1.0,0.0,0.0,0.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.369,1.0,0.12,0.33299999999999996,0.33299999999999996,0.244,0.0,0.8,0.111,0.8,0.0,0.0,0.444,0.0,0.0,0.253,0.442,0.5,0.244,1.0,0.0,0.667,0.33299999999999996,0.552,0.595,0.455,0.466,0.281,0.418,0.384,0.456,4.0,1.0,0.505,1.0,0.0,0.391,2.0
3.0,0.0,0.0,1.0,0.0,0.0,0.667,0.14300000000000002,0.75,0.0,0.0,0.0,0.25,0.812,0.0,0.55,0.5710000000000001,0.5710000000000001,0.474,0.33299999999999996,0.25,0.14300000000000002,0.75,1.0,0.0,0.5710000000000001,0.5710000000000001,1.0,0.821,0.6779999999999999,0.5,0.474,0.33299999999999996,0.5,0.467,0.5710000000000001,0.785,0.8109999999999999,0.556,0.56,0.597,0.41200000000000003,0.474,0.643,1.0,0.0,0.731,0.0,1.0,0.622,3.0
1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.667,0.0,0.0,0.0,0.0,0.46399999999999997,1.0,0.35,0.4,0.4,0.304,0.0,0.5,0.14300000000000002,0.75,0.0,0.0,0.28600000000000003,0.191,0.667,0.444,0.4,0.5,0.304,0.0,0.0,0.667,0.4,0.5760000000000001,0.5760000000000001,0.43799999999999994,0.447,0.226,0.409,0.428,0.49700000000000005,4.0,0.0,0.49700000000000005,0.33299999999999996,0.5,0.408,3.0
0.667,0.0,1.0,0.0,0.0,0.0,0.429,0.067,0.875,0.0,0.0,0.0,0.0,0.595,0.5,0.24,0.4,0.4,0.304,0.0,0.6,0.25,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.502,0.5,0.304,0.0,0.0,0.375,0.4,0.691,0.705,0.45799999999999996,0.545,0.6,0.524,0.624,0.562,2.0,1.0,0.532,0.5,0.33299999999999996,0.503,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.0,1.0,0.0,0.0,0.0,0.5,0.96,0.0,0.8,0.833,0.833,0.778,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.75,1.0,1.0,0.833,0.0,0.778,0.0,1.0,0.0,0.833,0.915,0.915,0.828,0.644,0.784,0.6809999999999999,0.765,0.765,0.0,0.0,0.8390000000000001,0.0,1.0,0.667,5.0
0.16699999999999998,0.0,1.0,0.0,0.0,0.0,0.375,0.059000000000000004,0.889,0.0,0.0,0.0,0.0,0.21600000000000003,1.0,0.086,0.235,0.235,0.163,0.0,0.857,0.14300000000000002,0.75,0.0,0.0,0.28600000000000003,0.0,0.0,0.0,0.235,0.5,0.22899999999999998,0.0,0.0,0.833,0.309,0.578,0.593,0.26,0.446,0.331,0.272,0.243,0.502,7.0,2.0,0.324,0.0,1.0,0.23600000000000002,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.75,0.059000000000000004,0.889,0.0,0.0,0.0,0.33299999999999996,0.841,0.5,0.5329999999999999,0.706,0.706,0.623,0.25,0.33299999999999996,0.091,0.833,0.0,0.0,0.546,0.364,0.667,0.693,0.706,0.0,0.623,0.33299999999999996,0.5,0.35,0.706,0.54,0.54,0.616,0.524,0.596,0.5660000000000001,0.628,0.5529999999999999,2.0,1.0,0.7879999999999999,0.33299999999999996,0.5,0.445,5.0
0.2,0.0,0.0,0.0,1.0,0.0,0.4,0.091,0.833,0.0,1.0,0.0,0.0,0.38299999999999995,1.0,0.1,0.05,0.182,0.122,0.0,0.833,0.0,1.0,0.0,0.0,0.42100000000000004,0.0,0.0,0.191,0.306,1.0,0.243,0.0,0.0,0.75,0.326,0.539,0.516,0.301,0.467,0.395,0.4,0.364,0.42700000000000005,5.0,2.0,0.34299999999999997,0.0,1.0,0.307,2.0
0.16699999999999998,0.0,1.0,0.0,0.0,0.0,0.2,0.091,0.833,0.0,0.0,0.0,0.0,0.03,1.0,0.086,0.3,0.182,0.122,0.0,0.857,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.16699999999999998,0.182,0.5,0.122,0.0,0.0,0.5,0.182,0.506,0.498,0.318,0.466,0.125,0.273,0.231,0.465,5.0,2.0,0.344,0.0,1.0,0.183,1.0
0.2,0.0,0.33299999999999996,0.5,1.0,0.0,0.4,0.231,0.625,0.0,0.0,0.0,0.16699999999999998,0.528,1.0,0.16699999999999998,0.308,0.308,0.223,0.0,0.833,0.14300000000000002,0.75,0.0,0.0,0.5710000000000001,0.0,0.0,0.0,0.308,0.5,0.223,0.0,0.0,0.6,0.308,0.648,0.624,0.28,0.475,0.28800000000000003,0.34600000000000003,0.41,0.541,3.0,1.0,0.317,1.0,0.0,0.27899999999999997,0.0
0.667,0.0,1.0,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.2,0.222,1.0,0.32,0.375,0.375,0.281,0.0,0.6,0.6,0.25,0.0,0.0,0.4,0.0,0.0,0.222,0.43799999999999994,0.5,0.281,1.0,0.0,0.625,0.375,0.6459999999999999,0.6559999999999999,0.423,0.513,0.483,0.366,0.354,0.591,4.0,2.0,0.435,1.0,0.0,0.313,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.077,0.857,1.0,0.0,0.0,0.667,0.948,0.0,0.867,0.8,0.9229999999999999,0.895,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9640000000000001,0.9229999999999999,0.0,0.895,0.0,1.0,0.0,0.9229999999999999,0.998,0.965,0.726,0.627,0.8420000000000001,0.69,0.872,0.76,0.0,0.0,0.922,0.0,1.0,0.9259999999999999,4.0
